job_title,location,salary,profession,description,gender,country,salary_local,salary_usd,job_category,sub_category,job_title_norm,location_norm,profession_norm,description_norm,job_category_norm,sub_category_norm,salary_min,salary_max,salary_avg,salary_chosen,experience_years,job_title_cluster
مندوب دعاية لديه سيارة - ابو طشت - قنا,ابو طشت - الوقف - دشنا - فرشوط - قنا,nan,مبيعات خارجية وتوزيع,مطلوب مندوب دعايه - يشترط لدية سيارة لشركة نهضة مصر للنشر بالمزايا الاتيهمرتب مجزى ثابتبدل سيارة + بدل بنزينعمولهتأمين اجتماعى + تأمين صحى خاص للاسرةمنح ومكافآتزيادات سنويةفرص للترقى- 3 سنوات خبرة على الأكثر- مؤهل عالي- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مندوب دعايه لديه سياره - ابو طشت - قنا,,مبيعات خارجيه وتوزيع,مطلوب مندوب دعايه - يشترط لديه سياره لشركه نهضه مصر للنشر بالمزايا الاتيهمرتب مجزي ثابتبدل سياره + بدل بنزينعمولهتامين اجتماعي + تامين صحي خاص للاسرهمنح ومكافاتزيادات سنويهفرص للترقي- 3 سنوات خبره علي الاكثر- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,3.0,7
مندوب مبيعات خارجية خط الصعيد(يشترط وجود سيارة) - ابو قرقاص - المنيا,ابو قرقاص - العدوة - بنى مزار - سمالوط - المنيا,nan,مبيعات خارجية وتوزيع,تعلن شركة نيوهوب الأسكندرية المحدودة عن حاجتها لهذه الوظيفة بقسم المبيعات:-مندوب مبيعات(علف مواشي) بالصعيد شرط وجود سيارة خاصة.-متطلبات الوظيفة:-العمر لا يقل عن 24 عام ولا يزيد عن 40 عام.-الأولوية لمن لديه خبرة تزيد عن ثلاثة سنوات بمجال المبيعات والأعلاف.-ليس له أي سوابق جنائية.-لديه سيارة خاصة.المحافظات المطلوب بها:الفيوم .بني سويف.المنيا.اسيوط.سوهاج.قنا.اسوانالمزايا :-تامينات اجتماعية - حوافز - عمولات - بدلات انتقال و هاتف و وجبات- سنة-‎5 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مندوب مبيعات خارجيه خط الصعيد(يشترط وجود سياره) - ابو قرقاص - المنيا,,مبيعات خارجيه وتوزيع,تعلن شركه نيوهوب الاسكندريه المحدوده عن حاجتها لهذه الوظيفه بقسم المبيعات:-مندوب مبيعات(علف مواشي) بالصعيد شرط وجود سياره خاصه.-متطلبات الوظيفه:-العمر لا يقل عن 24 عام ولا يزيد عن 40 عام.-الاولويه لمن لديه خبره تزيد عن ثلاثه سنوات بمجال المبيعات والاعلاف.-ليس له اي سوابق جنائيه.-لديه سياره خاصه.المحافظات المطلوب بها:الفيوم .بني سويف.المنيا.اسيوط.سوهاج.قنا.اسوانالمزايا :-تامينات اجتماعيه - حوافز - عمولات - بدلات انتقال و هاتف و وجبات- سنه-‎5 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,24.0,7
وكيل استعلام وتحصيل (المنيا) - ابو قرقاص - المنيا,ابو قرقاص - دير مواس - مغاغة - ملوى - المنيا,4000 - 6000 جنيه مصري,تحصيل,الشركة تعمل بمجال الخدمات البنكية.مطلوب ذكور فقط.يقبل جميع المؤهلات.مرتبات مجزية + حوافز و عمولات.العمل في محافظة المنيا.المقابلة بدون اي رسوم- لا يشترط خبرة- ثانوية فنية نظام ٣ سنوات (متوسط)- قيادة وتوصيل,male,Egypt,5000.0,160.0,مالية ومحاسبة,تأمين,وكيل استعلام وتحصيل (المنيا) - ابو قرقاص - المنيا,,تحصيل,الشركه تعمل بمجال الخدمات البنكيه.مطلوب ذكور فقط.يقبل جميع المؤهلات.مرتبات مجزيه + حوافز و عمولات.العمل في محافظه المنيا.المقابله بدون اي رسوم- لا يشترط خبره- ثانويه فنيه نظام ٣ سنوات (متوسط)- قياده وتوصيل,Finance And Accounting,تامين,400.0,0.0,200.0,200.0,3.0,7
فرص عمل مدخل بيانات منتجات - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الازاريطة - الانفوشى - الاسكندرية,2000 - 2500 جنيه مصري,ادخال بيانات,- 4-‎10 سنوات خبرة- دبلوم نظام ٥ سنوات (فوق متوسط)- اعمال ادارية,female,Egypt,2250.0,72.0,إدارة وسكرتارية,إدارة وسكرتارية,فرص عمل مدخل بيانات منتجات - ابو قير - الاسكندريه,,ادخال بيانات,- 4-‎10 سنوات خبره- دبلوم نظام ٥ سنوات (فوق متوسط)- اعمال اداريه,Adminstration And Secretaries,اداره وسكرتاريه,200.0,0.0,100.0,100.0,4.0,7
مندوب مبيعات خارجية - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الازاريطة - الانفوشى - الاسكندرية,3500 - 8000 جنيه مصري,مبيعات خارجية وتوزيع,نبحث عن مندوبين للعمل في المناطق التالية:القاهرة – الاسكندرية – شرم الشيخ – الغردقة – طنطا – المنصورة – المنوفية – المنيا – أسوان* زيارة العملاء الحاليين والمحتملين لتعزيز العالقات وزيادة المبيعات.* تقديم المنتجات والعروض الترويجية بشكل احترافي.* متابعة طلبات العمالء واحتياجاتهم الخاصة.* تسجيل وتحليل بيانات المبيعات وإعداد تقارير.* تمثيل الشركة في الفعاليات والمعارض.* تحقيق أهداف المبيعات المحددة من قبل اإلدارة.المهارات المطلوبة:* لباقة في التعامل ومظهر جيد.* قدرة على اإلقناع والتفاوض.* تحمل ضغط العمل والعمل الميداني.* يفضل وجود خبرة سابقة في المبيعات.ملحوظه :* يُفضل امتالك سيارة لتسهيل التنقل والزيارات الميدانية.- سنة-‎13 سنة خبرة- ثانوية فنية نظام ٣ سنوات (متوسط)- تسويق ومبيعات,male,Egypt,5750.0,184.0,مبيعات,مبيعات,مندوب مبيعات خارجيه - ابو قير - الاسكندريه,,مبيعات خارجيه وتوزيع,نبحث عن مندوبين للعمل في المناطق التاليه:القاهره – الاسكندريه – شرم الشيخ – الغردقه – طنطا – المنصوره – المنوفيه – المنيا – اسوان* زياره العملاء الحاليين والمحتملين لتعزيز العالقات وزياده المبيعات.* تقديم المنتجات والعروض الترويجيه بشكل احترافي.* متابعه طلبات العمالء واحتياجاتهم الخاصه.* تسجيل وتحليل بيانات المبيعات واعداد تقارير.* تمثيل الشركه في الفعاليات والمعارض.* تحقيق اهداف المبيعات المحدده من قبل االداره.المهارات المطلوبه:* لباقه في التعامل ومظهر جيد.* قدره علي االقناع والتفاوض.* تحمل ضغط العمل والعمل الميداني.* يفضل وجود خبره سابقه في المبيعات.ملحوظه :* يفضل امتالك سياره لتسهيل التنقل والزيارات الميدانيه.- سنه-‎13 سنه خبره- ثانويه فنيه نظام ٣ سنوات (متوسط)- تسويق ومبيعات,Sales,مبيعات,350.0,0.0,175.0,175.0,13.0,7
مبيعات خارجية (قطع غيار السيارات او النقل) - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الازاريطة - الانفوشى - الاسكندرية,nan,مبيعات خارجية وتوزيع, سنة خبرة على الأقل- تناسب كل المؤهلات- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مبيعات خارجيه (قطع غيار السيارات او النقل) - ابو قير - الاسكندريه,,مبيعات خارجيه وتوزيع,سنه خبره علي الاقل- تناسب كل المؤهلات- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,,7
مسؤولين مبيعات داخلية (العمل بفروع اورانج) (اسكندرية) - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الازاريطة - الانفوشى - الاسكندرية,nan,مبيعات داخلية,العمل داخل فروع أورانج.المميزات:- مرتب اساسي.- عمولة.- بدلات (على حسب الفرع).- تأمينات إجتماعيه.- تأمينات طبيه.- Career Path.طبيعه العمل:- 7 ساعات عمل و نصف ساعه راحة (6 ايام اجازة في الشهر).- 3 سنوات خبرة على الأكثر- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مسؤولين مبيعات داخليه (العمل بفروع اورانج) (اسكندريه) - ابو قير - الاسكندريه,,مبيعات داخليه,العمل داخل فروع اورانج.المميزات:- مرتب اساسي.- عموله.- بدلات (علي حسب الفرع).- تامينات اجتماعيه.- تامينات طبيه.- Career Path.طبيعه العمل:- 7 ساعات عمل و نصف ساعه راحه (6 ايام اجازه في الشهر).- 3 سنوات خبره علي الاكثر- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,7.0,7
مسئول مبيعات داخلية - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الازاريطة - الانفوشى - الاسكندرية,nan,مبيعات داخلية,الشركة تعمل في مجال ال Fintech:المهام المطلوبة:المعرفة بالمنتجات او الخدمة التي تقدمها الشركه.ترويج وبيع منتجات الشركة إلى العملاء الحاليين وتسجيل المعاملات البيعية في السجلات التي تحددها الشركة.جذب العملاء الجدد للتعامل مع الشركة وفقاً للسياسات التي تحددها.عرض السلع والخدمات عليهم بصورةٍ مناسبة، وتشجيعهم على زيادة الإقبال عليها.الاستماع إلى شكاوي الزبائن، وإرضاؤهم من خلال مُعالجتها وتقديم الحلول المناسبة.- سنة-‎3 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مسئول مبيعات داخليه - ابو قير - الاسكندريه,,مبيعات داخليه,الشركه تعمل في مجال ال Fintech:المهام المطلوبه:المعرفه بالمنتجات او الخدمه التي تقدمها الشركه.ترويج وبيع منتجات الشركه الي العملاء الحاليين وتسجيل المعاملات البيعيه في السجلات التي تحددها الشركه.جذب العملاء الجدد للتعامل مع الشركه وفقا للسياسات التي تحددها.عرض السلع والخدمات عليهم بصوره مناسبه، وتشجيعهم علي زياده الاقبال عليها.الاستماع الي شكاوي الزبائن، وارضاؤهم من خلال معالجتها وتقديم الحلول المناسبه.- سنه-‎3 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,3.0,7
سائق رخصة درجة ثانية ( جامبو ) - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الازاريطة - الانفوشى - الاسكندرية,nan,قيادة سيارات ركوب ونقل ثقيل,سائقين توصيل مبيعات رخصه اولي/ثانيةراتب اساسى + عمولهتأمين صحي خاصتأمين على الحياهتأمين اجتماعي- سنتان خبرة على الأقل- يجيد القراءة والكتابة بلا شهادة- قيادة وتوصيل,male,Egypt,8031.4814,257.00742,سيارات وميكانيك,سيارات وميكانيك,سائق رخصه درجه ثانيه ( جامبو ) - ابو قير - الاسكندريه,,قياده سيارات ركوب ونقل ثقيل,سائقين توصيل مبيعات رخصه اولي/ثانيهراتب اساسي + عمولهتامين صحي خاصتامين علي الحياهتامين اجتماعي- سنتان خبره علي الاقل- يجيد القراءه والكتابه بلا شهاده- قياده وتوصيل,Mechanistic,سيارات وميكانيك,,,,8031.4814453125,,7
مدير منطقة مبيعات خارجية (اسكندرية ) - ابو قير - الاسكندرية,ابو قير - الابراهيمية - الانفوشى - السيوف - الاسكندرية,20000 - 30000 جنيه مصري,مبيعات خارجية وتوزيع,المهام المطلوبة :قيادة فريق المبيعات: توجيه وتدريب وتطوير فريق المبيعات في المنطقة لتحقيق أقصى استفادة من قدراتهم.تحليل الأداء: مراقبة أداء المبيعات في المنطقة، تحليل البيانات، وتحديد فرص التحسين.إدارة العلاقات مع العملاء: بناء وتطوير علاقات قوية مع العملاء الرئيسيين في المنطقة.تتبع السوق والمنافسين: فهم السوق المحلي، وتحديد نقاط القوة والضعف لدى المنافسين، وتعديل الاستراتيجيات بناءً على ذلك.تحديد أهداف بيعية واقعية: تحديد أهداف بيعية واقعية وقابلة للقياس لتحقيقها من قبل فريق المبيعات.تقديم تقارير دورية:تقديم تقارير دورية إلى الإدارة العليا حول أداء المبيعات في المنطقة.تحديد فرص نمو:البحث عن فرص جديدة لزيادة المبيعات في المنطقة وتطوير المنتجات أو الخدمات المقدمة.المهارات والخبرات المطلوبة:مهارات قيادية:القدرة على إلهام وتحفيز فريق المبيعات.مهارات تحليلية:القدرة على تحليل البيانات واتخاذ القرارات بناءً على ذلك.مهارات التواصل:القدرة على التواصل بفعالية مع العملاء والموظفين.مهارات التفاوض:القدرة على التفاوض مع العملاء والحصول على أفضل الأسعار والشروط.خبرة في المبيعات: خبرة سابقة في مجال مبيعات الموبايل او اكسسوارات الموبايل  خاصة في المنطقة المستهدفة.معرفة بالمنتجات أو الخدمات: معرفة جيدة بالمنتجات أو الخدمات التي يتم بيعها في المنطقة.- 5 سنوات خبرة على الأقل- مؤهل عالي- تسويق ومبيعات,male,Egypt,25000.0,800.0,مبيعات,مبيعات,مدير منطقه مبيعات خارجيه (اسكندريه ) - ابو قير - الاسكندريه,,مبيعات خارجيه وتوزيع,المهام المطلوبه :قياده فريق المبيعات: توجيه وتدريب وتطوير فريق المبيعات في المنطقه لتحقيق اقصي استفاده من قدراتهم.تحليل الاداء: مراقبه اداء المبيعات في المنطقه، تحليل البيانات، وتحديد فرص التحسين.اداره العلاقات مع العملاء: بناء وتطوير علاقات قويه مع العملاء الرئيسيين في المنطقه.تتبع السوق والمنافسين: فهم السوق المحلي، وتحديد نقاط القوه والضعف لدي المنافسين، وتعديل الاستراتيجيات بناء علي ذلك.تحديد اهداف بيعيه واقعيه: تحديد اهداف بيعيه واقعيه وقابله للقياس لتحقيقها من قبل فريق المبيعات.تقديم تقارير دوريه:تقديم تقارير دوريه الي الاداره العليا حول اداء المبيعات في المنطقه.تحديد فرص نمو:البحث عن فرص جديده لزياده المبيعات في المنطقه وتطوير المنتجات او الخدمات المقدمه.المهارات والخبرات المطلوبه:مهارات قياديه:القدره علي الهام وتحفيز فريق المبيعات.مهارات تحليليه:القدره علي تحليل البيانات واتخاذ القرارات بناء علي ذلك.مهارات التواصل:القدره علي التواصل بفعاليه مع العملاء والموظفين.مهارات التفاوض:القدره علي التفاوض مع العملاء والحصول علي افضل الاسعار والشروط.خبره في المبيعات: خبره سابقه في مجال مبيعات الموبايل او اكسسوارات الموبايل خاصه في المنطقه المستهدفه.معرفه بالمنتجات او الخدمات: معرفه جيده بالمنتجات او الخدمات التي يتم بيعها في المنطقه.- 5 سنوات خبره علي الاقل- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,200.0,0.0,100.0,100.0,5.0,7
سائق - ابو قير - الاسكندرية,ابو قير - الاسكندرية,6800 - 9000 جنيه مصري,قيادة سيارات ركوب ونقل ثقيل,المهام المطلوبة :قيادة السيارة للسفر الرسمي والأعمال، أو على النحو المطلوب من قبل الشركه.ضمان الالتزام بالمواعيد والنقل الآمن.مراقبة الطريق وقوانين المرور والأنظمة المعمول بها في قانون مرور الدولة.التأكد من بقاء السيارة نظيفة، ومرتبة وفي حالة عمل جيدة في جميع الأوقات، نظرًا لفحوصات الصيانة المفترضة يوم بعد يوم، فحص الزيت، والمياه، والبطارية، الفرامل، الإطارات.ضمان إصلاح السيارة بشكل صحيح من قبل مواصفات المصنع الرسمي.إجراء الإصلاحات الثانوية وترتيب الإصلاحات الأخرى، وإعداد قطع الغيار المخزون.تسجيل الرحلات الرسمية، عدد الكيلومترات يوميًا، واستهلاك الغاز، تغيير الزيت، وما إلى ذلك.- سنتان خبرة على الأقل- ابتدائية- قيادة وتوصيل,male,Egypt,7900.0,252.8,سيارات وميكانيك,سيارات وميكانيك,سائق - ابو قير - الاسكندريه,,قياده سيارات ركوب ونقل ثقيل,المهام المطلوبه :قياده السياره للسفر الرسمي والاعمال، او علي النحو المطلوب من قبل الشركه.ضمان الالتزام بالمواعيد والنقل الامن.مراقبه الطريق وقوانين المرور والانظمه المعمول بها في قانون مرور الدوله.التاكد من بقاء السياره نظيفه، ومرتبه وفي حاله عمل جيده في جميع الاوقات، نظرا لفحوصات الصيانه المفترضه يوم بعد يوم، فحص الزيت، والمياه، والبطاريه، الفرامل، الاطارات.ضمان اصلاح السياره بشكل صحيح من قبل مواصفات المصنع الرسمي.اجراء الاصلاحات الثانويه وترتيب الاصلاحات الاخري، واعداد قطع الغيار المخزون.تسجيل الرحلات الرسميه، عدد الكيلومترات يوميا، واستهلاك الغاز، تغيير الزيت، وما الي ذلك.- سنتان خبره علي الاقل- ابتدائيه- قياده وتوصيل,Mechanistic,سيارات وميكانيك,680.0,0.0,340.0,340.0,,7
(محامية ابتدائي) شرط: تفرغ لدوام كامل (عن بعد) لشركة سعودية - ابو قير - الاسكندرية,ابو قير - السيوف - المنتزه - برج العرب - الاسكندرية,5000 - 10000 جنيه مصري,محاماة,"فرصة وظيفية (محامية إبتدائي) يفضل: خبرة، ماجستير، شريعة وقانون.لشرط الأساسي: (التفرغ الكامل) للدوام الكامل 8ساعات × لمدة 6 أيام على فترتين صباحي ومسائيالعمل من المنزل ""عن بعد""لشركة أفق في السعوديةالعلاوة نصف سنوية 1000جنية والراتب يحدد بعد المقابلة زوم- سنتان-‎15 سنة خبرة- مؤهل عالي- مالية وقانونية",female,Egypt,7500.0,240.0,قانون ومحاماة,قانون ومحاماة,(محاميه ابتدائي) شرط: تفرغ لدوام كامل (عن بعد) لشركه سعوديه - ابو قير - الاسكندريه,,محاماه,"فرصه وظيفيه (محاميه ابتدائي) يفضل: خبره، ماجستير، شريعه وقانون.لشرط الاساسي: (التفرغ الكامل) للدوام الكامل 8ساعات × لمده 6 ايام علي فترتين صباحي ومسائيالعمل من المنزل ""عن بعد""لشركه افق في السعوديهالعلاوه نصف سنويه 1000جنيه والراتب يحدد بعد المقابله زوم- سنتان-‎15 سنه خبره- مؤهل عالي- ماليه وقانونيه",Lawyer,قانون ومحاماه,500.0,0.0,250.0,250.0,8.0,7
مندوب دعاية ومبيعات خارجية - الشرقية - ابو كبير - الشرقية,ابو كبير - الحسينية - الصالحية الجديدة - العاشر من رمضان - الشرقية,nan,مبيعات خارجية وتوزيع,- مندوب مبيعات وتسويقالشركه المصريه الإيطالية لصناعة المواسير ووصلات مياة الشرب والصرف الصحى (بيلا سيتى)- الشركة تعمل في مجال المواسيروالصرف الصحى- يشترط وجود خبرة سابقة.- تتم المقابلة الشخصية في مقر الشركة- 3-‎5 سنوات خبرة- ثانوية فنية نظام ٣ سنوات (متوسط)- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مندوب دعايه ومبيعات خارجيه - الشرقيه - ابو كبير - الشرقيه,,مبيعات خارجيه وتوزيع,- مندوب مبيعات وتسويقالشركه المصريه الايطاليه لصناعه المواسير ووصلات مياه الشرب والصرف الصحي (بيلا سيتي)- الشركه تعمل في مجال المواسيروالصرف الصحي- يشترط وجود خبره سابقه.- تتم المقابله الشخصيه في مقر الشركه- 3-‎5 سنوات خبره- ثانويه فنيه نظام ٣ سنوات (متوسط)- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,3.0,7
فرص عمل تيم ليدر (مخازن) - ابو كبير - الشرقية,ابو كبير - الشرقية,nan,ادارة المخازن,مطلوب تعيين مشرف مخزن خبرة لا تقل عن سنتين في ادارة المخازن- سنتان خبرة على الأقل- ثانوية فنية نظام ٣ سنوات (متوسط)- اعمال ادارية,male,Egypt,9057.673,289.84555,إدارة وسكرتارية,إدارة وسكرتارية,فرص عمل تيم ليدر (مخازن) - ابو كبير - الشرقيه,,اداره المخازن,مطلوب تعيين مشرف مخزن خبره لا تقل عن سنتين في اداره المخازن- سنتان خبره علي الاقل- ثانويه فنيه نظام ٣ سنوات (متوسط)- اعمال اداريه,Adminstration And Secretaries,اداره وسكرتاريه,,,,9057.6728515625,3.0,7
مندوب سائق- رخصة خاصة او مهنية بالمنصورة - اجا - الدقهلية,اجا - الجمالية - السنبلاوين - الكردى - الدقهلية,5000 - 5500 جنيه مصري,مبيعات خارجية وتوزيع,مطلوب للتعيين فورا في شركة تاج الملوك للصناعات الغذائيةمندوب مبيعات تجزئة وسائق- 3 سنوات خبرة على الأكثر- ثانوية فنية نظام ٣ سنوات (متوسط)- تسويق ومبيعات,male,Egypt,5250.0,168.0,مبيعات,مبيعات,مندوب سائق- رخصه خاصه او مهنيه بالمنصوره - اجا - الدقهليه,,مبيعات خارجيه وتوزيع,مطلوب للتعيين فورا في شركه تاج الملوك للصناعات الغذائيهمندوب مبيعات تجزئه وسائق- 3 سنوات خبره علي الاكثر- ثانويه فنيه نظام ٣ سنوات (متوسط)- تسويق ومبيعات,Sales,مبيعات,500.0,0.0,250.0,250.0,3.0,7
مندوب دعاية بالدقهلية ( يشترط سيارة ) - اجا - الدقهلية,اجا - الجمالية - السنبلاوين - الكردى - الدقهلية,nan,مبيعات خارجية وتوزيع,- مندوب دعايه - يشترط لدية سيارة لشركة نهضة مصر للنشر بالمزايا الاتيهمسئول عن توزيع كتب خارجية مجانية كدعاية للشركة.مرتب مجزى ثابت مع زيادات سنوية مجزيةبدل سيارة + بدل بنزينعمولهتأمين اجتماعى + تأمين صحى خاص للاسرةمنح ومكافآتزيادات سنويةفرص للترقى- 3 سنوات خبرة على الأكثر- مؤهل عالي- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مندوب دعايه بالدقهليه ( يشترط سياره ) - اجا - الدقهليه,,مبيعات خارجيه وتوزيع,- مندوب دعايه - يشترط لديه سياره لشركه نهضه مصر للنشر بالمزايا الاتيهمسئول عن توزيع كتب خارجيه مجانيه كدعايه للشركه.مرتب مجزي ثابت مع زيادات سنويه مجزيهبدل سياره + بدل بنزينعمولهتامين اجتماعي + تامين صحي خاص للاسرهمنح ومكافاتزيادات سنويهفرص للترقي- 3 سنوات خبره علي الاكثر- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,3.0,7
مشرف مبيعات خارجية (مجال المواد الغذائية) يشترط خبرة - اجا - الدقهلية,اجا - الجمالية - السنبلاوين - الكردى - الدقهلية,nan,مبيعات خارجية وتوزيع,نظرا للتوسعات التى تشهدها شركة المنصور للصناعات الغذائية المتكاملة والحلوياتنعلن عن حاجتنا الى مشرفين مبيعات احترافية ذات خبرة فى مجال الصناعات الغذائية والاسناكسفى محافظة الدقهليةمستوى الخبرة لا يقل عن 5 سنوات- 5 سنوات خبرة على الأقل- ثانوية فنية نظام ٣ سنوات (متوسط)- تسويق ومبيعات,male,Egypt,7902.507,252.88022,مبيعات,مبيعات,مشرف مبيعات خارجيه (مجال المواد الغذائيه) يشترط خبره - اجا - الدقهليه,,مبيعات خارجيه وتوزيع,نظرا للتوسعات التي تشهدها شركه المنصور للصناعات الغذائيه المتكامله والحلوياتنعلن عن حاجتنا الي مشرفين مبيعات احترافيه ذات خبره في مجال الصناعات الغذائيه والاسناكسفي محافظه الدقهليهمستوي الخبره لا يقل عن 5 سنوات- 5 سنوات خبره علي الاقل- ثانويه فنيه نظام ٣ سنوات (متوسط)- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,5.0,7
مسؤولين مبيعات خارجية (Corporate sales Agent) (الدلتا) - اجا - الدقهلية,اجا - الجمالية - السنبلاوين - الكردى - الدقهلية,nan,مبيعات خارجية وتوزيع,العمل فى المبيعات الخارجيةالبيع للمنشأتالمميزات:- مرتب اساسي.- عمولة.- بدلات (على حسب الفرع).- تأمينات إجتماعيه.- تأمينات طبيه.- Career Path.- سنة-‎5 سنوات خبرة- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,7902.507,252.88022,مبيعات,مبيعات,مسؤولين مبيعات خارجيه (Corporate sales Agent) (الدلتا) - اجا - الدقهليه,,مبيعات خارجيه وتوزيع,العمل في المبيعات الخارجيهالبيع للمنشاتالمميزات:- مرتب اساسي.- عموله.- بدلات (علي حسب الفرع).- تامينات اجتماعيه.- تامينات طبيه.- Career Path.- سنه-‎5 سنوات خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,,,,7902.5068359375,5.0,7
مندوب مبيعات خارجية لفودافون - اجا - الدقهلية,اجا - الجمالية - السنبلاوين - الكردى - الدقهلية,10200 - 12950 جنيه مصري,مبيعات خارجية وتوزيع,للتعاقد مع الشركات الخاصة ( محلات تجارية - مدارس خاصه - مكاتب محاماه - عيادات) اي نشاط تجاري له سجل تجاري او بطاقه ضريبيه .وذلك علي عدد من الخطوط البيزنس بمزايا وعروض خاصة بأصحاب الانشطة التجارية.او التعاقد مع الجهات الحكوميهتأمين صحي و أجتماعي.جمعه وسبت اجازه ثابتخط مفتوح دقائق و انترنت لاستخدامك- سنة خبرة على الأقل- مؤهل عالي- تسويق ومبيعات,neutral,Egypt,11575.0,370.4,مبيعات,مبيعات,مندوب مبيعات خارجيه لفودافون - اجا - الدقهليه,,مبيعات خارجيه وتوزيع,للتعاقد مع الشركات الخاصه ( محلات تجاريه - مدارس خاصه - مكاتب محاماه - عيادات) اي نشاط تجاري له سجل تجاري او بطاقه ضريبيه .وذلك علي عدد من الخطوط البيزنس بمزايا وعروض خاصه باصحاب الانشطه التجاريه.او التعاقد مع الجهات الحكوميهتامين صحي و اجتماعي.جمعه وسبت اجازه ثابتخط مفتوح دقائق و انترنت لاستخدامك- سنه خبره علي الاقل- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,102.0,0.0,51.0,51.0,,7
مسئول مبيعات خارجية و تسويق - اجا - الدقهلية,اجا - الجمالية - السنبلاوين - المنصورة - الدقهلية,6000 - 8000 جنيه مصري,مبيعات خارجية وتوزيع,مطلوب مسئولى مبيعات وتسويق خارجية لشركة وود ماركت تم تأسيسها 1970 تعمل فى مجال الاخشاب وتم إنشاء قسم جديد خاص الاكسسوار المطابخ والموبيليا ونظرا للتوسع هذا مطلوب مسئول مبيعات فى كل محافظة فى الوجه البحري والوجه القبلى كل الاكسسوار اللى نعمل بها معروفه لدى التجار والموزعين وهى برندات عالميه لا يوجد صعوبة فى تسويقهايوجد تدريب فى أكاديمية الشركةيوجد مكافأت سنويهيوجد زيادة سنويةيوجد ترقية سريعةيوجد عمولة مجزيةيفضل من يمتلك وسيلة انتقاليوجد مصروفات انتقالات- سنة-‎سنتان خبرة- مؤهل عالي- تسويق ومبيعات,male,Egypt,7000.0,224.0,مبيعات,مبيعات,مسئول مبيعات خارجيه و تسويق - اجا - الدقهليه,,مبيعات خارجيه وتوزيع,مطلوب مسئولي مبيعات وتسويق خارجيه لشركه وود ماركت تم تاسيسها 1970 تعمل في مجال الاخشاب وتم انشاء قسم جديد خاص الاكسسوار المطابخ والموبيليا ونظرا للتوسع هذا مطلوب مسئول مبيعات في كل محافظه في الوجه البحري والوجه القبلي كل الاكسسوار اللي نعمل بها معروفه لدي التجار والموزعين وهي برندات عالميه لا يوجد صعوبه في تسويقهايوجد تدريب في اكاديميه الشركهيوجد مكافات سنويهيوجد زياده سنويهيوجد ترقيه سريعهيوجد عموله مجزيهيفضل من يمتلك وسيله انتقاليوجد مصروفات انتقالات- سنه-‎سنتان خبره- مؤهل عالي- تسويق ومبيعات,Sales,مبيعات,600.0,0.0,300.0,300.0,1970.0,7
